<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.02.12	07:00:00	1.29585	1.29654	1.29579	1.29616	1793	0	2
2020.02.12	08:00:00	1.29616	1.29623	1.29519	1.29542	1824	0	1
2020.02.12	09:00:00	1.29546	1.29697	1.29515	1.29650	3176	0	0
2020.02.12	10:00:00	1.29650	1.29745	1.29587	1.29658	4300	0	0
2020.02.12	11:00:00	1.29658	1.29833	1.29622	1.29803	3940	0	0
2020.02.12	12:00:00	1.29804	1.29889	1.29768	1.29802	3710	0	1
2020.02.12	13:00:00	1.29802	1.29885	1.29769	1.29838	3141	0	0
2020.02.12	14:00:00	1.29838	1.29871	1.29694	1.29850	3196	0	0
2020.02.12	15:00:00	1.29848	1.29911	1.29618	1.29655	3404	0	0
2020.02.12	16:00:00	1.29655	1.29707	1.29535	1.29606	3513	0	0
2020.02.12	17:00:00	1.29606	1.29772	1.29561	1.29745	4756	0	1
2020.02.12	18:00:00	1.29745	1.29792	1.29710	1.29768	3002	0	0
2020.02.12	19:00:00	1.29767	1.29787	1.29646	1.29656	2198	0	0
2020.02.12	20:00:00	1.29656	1.29689	1.29630	1.29635	1525	0	0
2020.02.12	21:00:00	1.29634	1.29674	1.29583	1.29588	2179	0	0
2020.02.12	22:00:00	1.29588	1.29620	1.29567	1.29581	1820	0	0
2020.02.12	23:00:00	1.29581	1.29592	1.29555	1.29575	1006	0	2
2020.02.13	00:00:00	1.29568	1.29643	1.29528	1.29556	1379	0	18
2020.02.13	01:00:00	1.29561	1.29579	1.29518	1.29573	1962	0	1
2020.02.13	02:00:00	1.29574	1.29644	1.29526	1.29536	2747	0	1
2020.02.13	03:00:00	1.29535	1.29609	1.29534	1.29582	2159	0	3
2020.02.13	04:00:00	1.29582	1.29606	1.29545	1.29584	993	0	2
2020.02.13	05:00:00	1.29584	1.29596	1.29523	1.29535	1406	0	3
2020.02.13	06:00:00	1.29535	1.29552	1.29484	1.29514	1310	0	1
2020.02.13	07:00:00	1.29514	1.29526	1.29441	1.29507	2085	0	1
2020.02.13	08:00:00	1.29507	1.29535	1.29455	1.29510	1541	0	2
2020.02.13	09:00:00	1.29510	1.29784	1.29494	1.29782	4376	0	1
2020.02.13	10:00:00	1.29783	1.29838	1.29612	1.29622	4480	0	0
2020.02.13	11:00:00	1.29622	1.29750	1.29553	1.29704	3384	0	0
2020.02.13	12:00:00	1.29712	1.29890	1.29690	1.29883	3885	0	0
2020.02.13	13:00:00	1.29882	1.29884	1.29618	1.29837	5074	0	0
2020.02.13	14:00:00	1.29837	1.30450	1.29796	1.30314	6008	0	0
2020.02.13	15:00:00	1.30316	1.30433	1.30212	1.30236	4788	0	0
2020.02.13	16:00:00	1.30236	1.30485	1.30135	1.30434	4624	0	0
2020.02.13	17:00:00	1.30433	1.30692	1.30416	1.30549	5748	0	0
2020.02.13	18:00:00	1.30549	1.30629	1.30429	1.30490	3242	0	0
2020.02.13	19:00:00	1.30490	1.30576	1.30451	1.30560	1917	0	0
2020.02.13	20:00:00	1.30560	1.30618	1.30487	1.30517	1694	0	1
2020.02.13	21:00:00	1.30517	1.30552	1.30492	1.30538	1293	0	3
2020.02.13	22:00:00	1.30538	1.30538	1.30448	1.30483	1081	0	0
2020.02.13	23:00:00	1.30483	1.30484	1.30391	1.30412	1052	0	0
2020.02.14	00:00:00	1.30385	1.30470	1.30351	1.30407	2038	0	8
2020.02.14	01:00:00	1.30406	1.30474	1.30391	1.30451	1342	0	1
2020.02.14	02:00:00	1.30451	1.30484	1.30399	1.30455	1586	0	3
2020.02.14	03:00:00	1.30455	1.30492	1.30423	1.30465	1792	0	4
2020.02.14	04:00:00	1.30464	1.30491	1.30429	1.30483	1228	0	2
2020.02.14	05:00:00	1.30483	1.30483	1.30399	1.30415	1623	0	2
2020.02.14	06:00:00	1.30412	1.30450	1.30406	1.30426	1217	0	2
2020.02.14	07:00:00	1.30426	1.30451	1.30401	1.30451	1515	0	4
2020.02.14	08:00:00	1.30451	1.30555	1.30432	1.30446	1450	0	3
2020.02.14	09:00:00	1.30448	1.30603	1.30428	1.30570	3129	0	2
2020.02.14	10:00:00	1.30570	1.30631	1.30303	1.30406	3524	0	1
2020.02.14	11:00:00	1.30404	1.30428	1.30191	1.30342	3335	0	2
2020.02.14	12:00:00	1.30342	1.30406	1.30215	1.30299	2814	0	0
2020.02.14	13:00:00	1.30299	1.30412	1.30259	1.30305	3268	0	0
2020.02.14	14:00:00	1.30304	1.30353	1.30211	1.30281	2607	0	0
2020.02.14	15:00:00	1.30281	1.30313	1.30010	1.30145	4833	0	0
2020.02.14	16:00:00	1.30145	1.30254	1.30118	1.30217	3753	0	0
2020.02.14	17:00:00	1.30217	1.30249	1.30109	1.30154	3755	0	0
2020.02.14	18:00:00	1.30154	1.30386	1.30100	1.30369	3273	0	0
2020.02.14	19:00:00	1.30370	1.30411	1.30328	1.30399	2165	0	1
2020.02.14	20:00:00	1.30401	1.30480	1.30371	1.30388	1520	0	0
2020.02.14	21:00:00	1.30388	1.30411	1.30295	1.30319	2226	0	0
2020.02.14	22:00:00	1.30319	1.30481	1.30305	1.30481	1543	0	1
2020.02.14	23:00:00	1.30481	1.30529	1.30462	1.30471	962	0	1
2020.02.17	00:00:00	1.30324	1.30434	1.30321	1.30417	2270	0	23
2020.02.17	01:00:00	1.30416	1.30536	1.30411	1.30512	923	0	1
2020.02.17	02:00:00	1.30511	1.30512	1.30404	1.30418	1864	0	1
2020.02.17	03:00:00	1.30418	1.30472	1.30411	1.30447	1489	0	1
2020.02.17	04:00:00	1.30447	1.30496	1.30435	1.30470	2145	0	2
2020.02.17	05:00:00	1.30470	1.30474	1.30441	1.30452	638	0	4
2020.02.17	06:00:00	1.30452	1.30475	1.30425	1.30429	1456	0	1
2020.02.17	07:00:00	1.30429	1.30505	1.30423	1.30482	1103	0	3
2020.02.17	08:00:00	1.30482	1.30495	1.30380	1.30392	1176	0	0
2020.02.17	09:00:00	1.30392	1.30425	1.30288	1.30364	3414	0	1
2020.02.17	10:00:00	1.30364	1.30453	1.30322	1.30410	3591	0	1
2020.02.17	11:00:00	1.30410	1.30512	1.30349	1.30397	3761	0	0
2020.02.17	12:00:00	1.30397	1.30443	1.30270	1.30324	2841	0	1
2020.02.17	13:00:00	1.30325	1.30335	1.30098	1.30162	2954	0	0
2020.02.17	14:00:00	1.30162	1.30198	1.30106	1.30135	2833	0	0
2020.02.17	15:00:00	1.30133	1.30190	1.30122	1.30152	2384	0	0
2020.02.17	16:00:00	1.30152	1.30156	1.30026	1.30072	2792	0	0
2020.02.17	17:00:00	1.30071	1.30147	1.30058	1.30063	2536	0	0
2020.02.17	18:00:00	1.30063	1.30147	1.30022	1.30101	1251	0	2
2020.02.17	19:00:00	1.30101	1.30140	1.30083	1.30109	837	0	0
2020.02.17	20:00:00	1.30109	1.30146	1.30019	1.30027	2462	0	1
2020.02.17	21:00:00	1.30025	1.30044	1.29975	1.30001	1743	0	4
2020.02.17	22:00:00	1.30001	1.30026	1.29984	1.30011	1373	0	2
2020.02.17	23:00:00	1.30012	1.30041	1.30001	1.30039	1564	0	9
2020.02.18	00:00:00	1.30039	1.30062	1.30002	1.30033	541	0	8
2020.02.18	01:00:00	1.30033	1.30070	1.30020	1.30054	1815	0	3
2020.02.18	02:00:00	1.30054	1.30058	1.29932	1.29954	1937	0	0
2020.02.18	03:00:00	1.29954	1.29988	1.29917	1.29978	2272	0	3
2020.02.18	04:00:00	1.29978	1.29997	1.29925	1.29986	1519	0	0
2020.02.18	05:00:00	1.29986	1.30052	1.29965	1.30025	929	0	1
2020.02.18	06:00:00	1.30028	1.30043	1.29950	1.29950	1152	0	1
2020.02.18	07:00:00	1.29951	1.30000	1.29938	1.29955	1118	0	2
2020.02.18	08:00:00	1.29955	1.30029	1.29855	1.29863	1611	0	1
2020.02.18	09:00:00	1.29863	1.30019	1.29857	1.29988	3370	0	0
2020.02.18	10:00:00	1.29983	1.29983	1.29705	1.29779	4282	0	0
2020.02.18	11:00:00	1.29779	1.30036	1.29760	1.29954	4490	0	0
2020.02.18	12:00:00	1.29955	1.30382	1.29932	1.30288	5829	0	0
2020.02.18	13:00:00	1.30288	1.30486	1.30279	1.30405	4378	0	0
2020.02.18	14:00:00	1.30405	1.30431	1.30316	1.30321	3655	0	0
2020.02.18	15:00:00	1.30321	1.30364	1.30200	1.30260	4440	0	0
2020.02.18	16:00:00	1.30260	1.30315	1.30163	1.30255	3986	0	0
2020.02.18	17:00:00	1.30256	1.30419	1.30170	1.30360	3701	0	0
2020.02.18	18:00:00	1.30360	1.30374	1.30124	1.30167	3050	0	0
2020.02.18	19:00:00	1.30167	1.30167	1.29998	1.30037	2656	0	0
2020.02.18	20:00:00	1.30037	1.30038	1.29949	1.29968	1691	0	0
2020.02.18	21:00:00	1.29968	1.30015	1.29953	1.29988	1844	0	0
2020.02.18	22:00:00	1.29988	1.30007	1.29955	1.29997	1216	0	1
2020.02.18	23:00:00	1.29997	1.30019	1.29952	1.29952	806	0	1
2020.02.19	00:00:00	1.29952	1.29998	1.29942	1.29983	866	0	12
2020.02.19	01:00:00	1.29983	1.30048	1.29968	1.29991	1542	0	2
2020.02.19	02:00:00	1.29991	1.30015	1.29968	1.30001	1558	0	2
2020.02.19	03:00:00	1.30001	1.30031	1.29982	1.30008	1892	0	5
2020.02.19	04:00:00	1.30008	1.30021	1.29955	1.29969	1741	0	1
2020.02.19	05:00:00	1.29969	1.29997	1.29959	1.29980	925	0	6
2020.02.19	06:00:00	1.29980	1.30011	1.29976	1.30008	653	0	2
2020.02.19	07:00:00	1.30008	1.30020	1.29957	1.29990	964	0	3
2020.02.19	08:00:00	1.29990	1.29990	1.29870	1.29944	1380	0	2
2020.02.19	09:00:00	1.29943	1.30114	1.29900	1.30062	2572	0	1
2020.02.19	10:00:00	1.30062	1.30183	1.29926	1.29939	3063	0	0
2020.02.19	11:00:00	1.29941	1.30230	1.29744	1.30066	4755	0	0
2020.02.19	12:00:00	1.30066	1.30094	1.29731	1.29815	3063	0	0
2020.02.19	13:00:00	1.29815	1.29888	1.29748	1.29869	3022	0	0
2020.02.19	14:00:00	1.29870	1.29989	1.29816	1.29907	3750	0	0
2020.02.19	15:00:00	1.29907	1.29916	1.29730	1.29777	3826	0	0
2020.02.19	16:00:00	1.29777	1.29789	1.29490	1.29586	3603	0	0
2020.02.19	17:00:00	1.29585	1.29613	1.29230	1.29512	4088	0	0
2020.02.19	18:00:00	1.29508	1.29536	1.29310	1.29330	3706	0	0
2020.02.19	19:00:00	1.29329	1.29349	1.29178	1.29178	2180	0	0
2020.02.19	20:00:00	1.29178	1.29214	1.29143	1.29160	1968	0	1
2020.02.19	21:00:00	1.29160	1.29207	1.29075	1.29192	2627	0	0
2020.02.19	22:00:00	1.29192	1.29293	1.29188	1.29230	2658	0	1
2020.02.19	23:00:00	1.29231	1.29281	1.29169	1.29187	1507	0	1
2020.02.20	00:00:00	1.29186	1.29247	1.29079	1.29190	640	0	10
2020.02.20	01:00:00	1.29191	1.29262	1.29185	1.29254	1024	0	1
2020.02.20	02:00:00	1.29253	1.29281	1.29179	1.29269	2026	0	0
2020.02.20	03:00:00	1.29268	1.29272	1.29110	1.29147	2353	0	0
2020.02.20	04:00:00	1.29147	1.29179	1.29045	1.29049	2849	0	1
2020.02.20	05:00:00	1.29046	1.29084	1.29008	1.29078	2078	0	0
2020.02.20	06:00:00	1.29078	1.29122	1.29047	1.29119	2561	0	0
2020.02.20	07:00:00	1.29119	1.29144	1.29095	1.29105	1265	0	1
2020.02.20	08:00:00	1.29105	1.29109	1.28999	1.29034	1525	0	2
2020.02.20	09:00:00	1.29032	1.29072	1.28849	1.28986	3999	0	0
2020.02.20	10:00:00	1.28986	1.29025	1.28830	1.29008	3442	0	0
2020.02.20	11:00:00	1.29002	1.29251	1.28998	1.29019	4203	0	0
2020.02.20	12:00:00	1.29019	1.29071	1.28739	1.28793	4286	0	0
2020.02.20	13:00:00	1.28795	1.28849	1.28489	1.28704	4191	0	0
2020.02.20	14:00:00	1.28704	1.28747	1.28553	1.28648	2812	0	0
2020.02.20	15:00:00	1.28648	1.28813	1.28489	1.28580	3593	0	0
2020.02.20	16:00:00	1.28580	1.28751	1.28540	1.28693	3380	0	0
2020.02.20	17:00:00	1.28697	1.28838	1.28628	1.28804	3067	0	0
2020.02.20	18:00:00	1.28803	1.28885	1.28710	1.28764	3655	0	0
2020.02.20	19:00:00	1.28764	1.28877	1.28758	1.28771	2512	0	0
2020.02.20	20:00:00	1.28771	1.28823	1.28746	1.28797	1782	0	2
2020.02.20	21:00:00	1.28797	1.28882	1.28783	1.28802	1700	0	0
2020.02.20	22:00:00	1.28802	1.28822	1.28760	1.28815	1372	0	2
2020.02.20	23:00:00	1.28815	1.28827	1.28753	1.28792	718	0	1
2020.02.21	00:00:00	1.28802	1.28860	1.28746	1.28781	802	0	12
2020.02.21	01:00:00	1.28784	1.28860	1.28773	1.28806	1018	0	3
2020.02.21	02:00:00	1.28806	1.28862	1.28786	1.28814	1272	0	1
2020.02.21	03:00:00	1.28814	1.28880	1.28804	1.28868	1778	0	2
2020.02.21	04:00:00	1.28868	1.28944	1.28850	1.28881	2026	0	1
2020.02.21	05:00:00	1.28882	1.28938	1.28882	1.28938	1250	0	2
2020.02.21	06:00:00	1.28936	1.28937	1.28885	1.28931	910	0	4
2020.02.21	07:00:00	1.28930	1.28986	1.28930	1.28948	1194	0	1
2020.02.21	08:00:00	1.28948	1.28961	1.28895	1.28930	1281	0	0
2020.02.21	09:00:00	1.28928	1.29028	1.28862	1.28888	3064	0	0
2020.02.21	10:00:00	1.28888	1.29173	1.28844	1.29121	5370	0	0
2020.02.21	11:00:00	1.29121	1.29271	1.29121	1.29161	5051	0	0
2020.02.21	12:00:00	1.29161	1.29233	1.29078	1.29095	3971	0	0
2020.02.21	13:00:00	1.29095	1.29512	1.29080	1.29471	4375	0	0
2020.02.21	14:00:00	1.29471	1.29472	1.29246	1.29272	3928	0	0
2020.02.21	15:00:00	1.29282	1.29388	1.29253	1.29350	4005	0	0
2020.02.21	16:00:00	1.29350	1.29581	1.29263	1.29451	4729	0	0
2020.02.21	17:00:00	1.29451	1.29774	1.29381	1.29622	6201	0	0
2020.02.21	18:00:00	1.29620	1.29714	1.29568	1.29643	4084	0	0
2020.02.21	19:00:00	1.29642	1.29766	1.29642	1.29738	2786	0	2
2020.02.21	20:00:00	1.29738	1.29805	1.29700	1.29783	1976	0	0
2020.02.21	21:00:00	1.29783	1.29796	1.29723	1.29733	1674	0	1
2020.02.21	22:00:00	1.29733	1.29747	1.29578	1.29619	2412	0	1
2020.02.21	23:00:00	1.29619	1.29619	1.29547	1.29566	1229	0	4
2020.02.24	00:00:00	1.29426	1.29523	1.29418	1.29460	423	0	12
2020.02.24	01:00:00	1.29460	1.29547	1.29455	1.29515	937	0	3
2020.02.24	02:00:00	1.29515	1.29531	1.29439	1.29456	1415	0	1
2020.02.24	03:00:00	1.29456	1.29479	1.29424	1.29474	1750	0	2
2020.02.24	04:00:00	1.29473	1.29513	1.29396	1.29396	1386	0	1
2020.02.24	05:00:00	1.29396	1.29397	1.29336	1.29340	1609	0	1
2020.02.24	06:00:00	1.29340	1.29388	1.29338	1.29377	1289	0	0
2020.02.24	07:00:00	1.29377	1.29430	1.29360	1.29365	1289	0	1
2020.02.24	08:00:00	1.29365	1.29422	1.29339	1.29420	1321	0	2
2020.02.24	09:00:00	1.29420	1.29540	1.29386	1.29414	3485	0	0
2020.02.24	10:00:00	1.29413	1.29436	1.29100	1.29247	4915	0	0
2020.02.24	11:00:00	1.29247	1.29267	1.28867	1.28960	4833	0	0
2020.02.24	12:00:00	1.28960	1.29067	1.28936	1.28980	3161	0	1
2020.02.24	13:00:00	1.28980	1.29097	1.28918	1.29039	2743	0	0
2020.02.24	14:00:00	1.29039	1.29216	1.28865	1.29216	3349	0	0
2020.02.24	15:00:00	1.29215	1.29215	1.28991	1.28998	4560	0	0
2020.02.24	16:00:00	1.28998	1.29294	1.28996	1.29203	5339	0	0
2020.02.24	17:00:00	1.29204	1.29324	1.29156	1.29234	5776	0	0
2020.02.24	18:00:00	1.29235	1.29319	1.29156	1.29218	4032	0	0
2020.02.24	19:00:00	1.29217	1.29371	1.29174	1.29361	3388	0	0
2020.02.24	20:00:00	1.29361	1.29361	1.29269	1.29293	2169	0	0
2020.02.24	21:00:00	1.29292	1.29309	1.29126	1.29131	2916	0	1
2020.02.24	22:00:00	1.29134	1.29319	1.29126	1.29274	3440	0	1
2020.02.24	23:00:00	1.29272	1.29308	1.29238	1.29283	1408	0	1
2020.02.25	00:00:00	1.29290	1.29309	1.29142	1.29208	1701	0	3
2020.02.25	01:00:00	1.29207	1.29261	1.29195	1.29240	1401	0	3
2020.02.25	02:00:00	1.29239	1.29249	1.29165	1.29230	1712	0	0
2020.02.25	03:00:00	1.29231	1.29416	1.29142	1.29400	2316	0	1
2020.02.25	04:00:00	1.29400	1.29419	1.29354	1.29392	1836	0	2
2020.02.25	05:00:00	1.29392	1.29404	1.29358	1.29385	1397	0	3
2020.02.25	06:00:00	1.29385	1.29412	1.29356	1.29370	998	0	5
2020.02.25	07:00:00	1.29369	1.29390	1.29272	1.29322	1519	0	3
2020.02.25	08:00:00	1.29321	1.29424	1.29301	1.29379	2231	0	2
2020.02.25	09:00:00	1.29378	1.29570	1.29283	1.29542	4617	0	1
2020.02.25	10:00:00	1.29541	1.29796	1.29442	1.29770	5782	0	0
2020.02.25	11:00:00	1.29769	1.29949	1.29707	1.29940	6147	0	0
2020.02.25	12:00:00	1.29940	1.29940	1.29694	1.29702	5619	0	0
2020.02.25	13:00:00	1.29702	1.29715	1.29583	1.29655	4026	0	0
2020.02.25	14:00:00	1.29655	1.29710	1.29525	1.29533	4959	0	0
2020.02.25	15:00:00	1.29533	1.29776	1.29533	1.29691	6015	0	0
2020.02.25	16:00:00	1.29692	1.29879	1.29653	1.29824	4504	0	0
2020.02.25	17:00:00	1.29826	1.30178	1.29780	1.30158	6562	0	0
2020.02.25	18:00:00	1.30158	1.30174	1.29959	1.30022	4591	0	0
2020.02.25	19:00:00	1.30022	1.30137	1.29980	1.30111	2878	0	0
2020.02.25	20:00:00	1.30111	1.30131	1.30010	1.30051	2697	0	0
2020.02.25	21:00:00	1.30051	1.30136	1.29990	1.29995	2942	0	1
2020.02.25	22:00:00	1.29991	1.30054	1.29940	1.29991	2457	0	2
2020.02.25	23:00:00	1.29991	1.30056	1.29982	1.30037	1214	0	2
2020.02.26	00:00:00	1.30036	1.30070	1.29924	1.29988	1338	0	4
2020.02.26	01:00:00	1.29989	1.30034	1.29966	1.30023	1558	0	3
2020.02.26	02:00:00	1.30024	1.30025	1.29933	1.29986	2497	0	2
2020.02.26	03:00:00	1.29986	1.30077	1.29964	1.30065	2524	0	0
2020.02.26	04:00:00	1.30065	1.30078	1.29970	1.29974	2457	0	0
2020.02.26	05:00:00	1.29974	1.29988	1.29912	1.29924	1894	0	3
2020.02.26	06:00:00	1.29924	1.29940	1.29815	1.29864	1736	0	2
2020.02.26	07:00:00	1.29864	1.29977	1.29864	1.29964	1742	0	3
2020.02.26	08:00:00	1.29963	1.29972	1.29775	1.29845	2410	0	0
2020.02.26	09:00:00	1.29845	1.29943	1.29765	1.29846	3814	0	0
2020.02.26	10:00:00	1.29846	1.29920	1.29715	1.29732	4586	0	1
2020.02.26	11:00:00	1.29730	1.29770	1.29424	1.29496	5268	0	1
2020.02.26	12:00:00	1.29496	1.29502	1.29300	1.29318	3792	0	0
2020.02.26	13:00:00	1.29318	1.29419	1.29232	1.29336	4191	0	0
2020.02.26	14:00:00	1.29338	1.29380	1.29136	1.29280	4545	0	0
2020.02.26	15:00:00	1.29280	1.29419	1.29202	1.29349	4055	0	0
2020.02.26	16:00:00	1.29347	1.29504	1.29204	1.29236	4466	0	0
2020.02.26	17:00:00	1.29235	1.29335	1.29122	1.29164	4585	0	0
2020.02.26	18:00:00	1.29164	1.29298	1.29121	1.29198	3569	0	0
2020.02.26	19:00:00	1.29198	1.29217	1.29066	1.29077	2224	0	0
2020.02.26	20:00:00	1.29077	1.29135	1.28994	1.29027	3069	0	0
2020.02.26	21:00:00	1.29026	1.29168	1.29016	1.29107	3415	0	0
2020.02.26	22:00:00	1.29107	1.29145	1.29036	1.29086	2719	0	2
2020.02.26	23:00:00	1.29086	1.29088	1.28953	1.28953	1486	0	1
2020.02.27	00:00:00	1.28967	1.29084	1.28943	1.29016	1130	0	8
2020.02.27	01:00:00	1.29016	1.29076	1.28989	1.29056	2094	0	1
2020.02.27	02:00:00	1.29056	1.29205	1.29029	1.29157	4253	0	1
2020.02.27	03:00:00	1.29156	1.29186	1.29100	1.29117	2498	0	4
2020.02.27	04:00:00	1.29117	1.29276	1.29109	1.29222	2199	0	1
2020.02.27	05:00:00	1.29222	1.29240	1.29172	1.29230	2088	0	3
2020.02.27	06:00:00	1.29230	1.29309	1.29182	1.29308	1344	0	4
2020.02.27	07:00:00	1.29309	1.29358	1.29265	1.29295	2708	0	1
2020.02.27	08:00:00	1.29299	1.29375	1.29247	1.29319	2345	0	1
2020.02.27	09:00:00	1.29319	1.29369	1.29161	1.29212	4325	0	0
2020.02.27	10:00:00	1.29216	1.29460	1.29088	1.29319	5715	0	0
2020.02.27	11:00:00	1.29319	1.29352	1.29020	1.29030	4710	0	0
2020.02.27	12:00:00	1.29030	1.29030	1.28675	1.28698	5550	0	0
2020.02.27	13:00:00	1.28700	1.28780	1.28601	1.28701	4252	0	0
2020.02.27	14:00:00	1.28701	1.29001	1.28607	1.28927	4494	0	1
2020.02.27	15:00:00	1.28928	1.29171	1.28845	1.28952	5855	0	0
2020.02.27	16:00:00	1.28952	1.28952	1.28668	1.28823	5693	0	0
2020.02.27	17:00:00	1.28824	1.29021	1.28702	1.28724	6901	0	0
2020.02.27	18:00:00	1.28724	1.28818	1.28644	1.28746	4749	0	1
2020.02.27	19:00:00	1.28747	1.28859	1.28670	1.28836	3753	0	0
2020.02.27	20:00:00	1.28836	1.28943	1.28804	1.28895	3312	0	0
2020.02.27	21:00:00	1.28895	1.28936	1.28880	1.28924	2454	0	0
2020.02.27	22:00:00	1.28925	1.28946	1.28845	1.28903	2798	0	2
2020.02.27	23:00:00	1.28902	1.28947	1.28831	1.28838	1689	0	0
2020.02.28	00:00:00	1.28838	1.28918	1.28774	1.28894	920	0	16
2020.02.28	01:00:00	1.28892	1.28942	1.28848	1.28871	2447	0	1
2020.02.28	02:00:00	1.28872	1.28961	1.28870	1.28941	2316	0	1
2020.02.28	03:00:00	1.28940	1.28953	1.28868	1.28899	2495	0	2
2020.02.28	04:00:00	1.28899	1.28900	1.28827	1.28875	3083	0	1
2020.02.28	05:00:00	1.28874	1.28880	1.28698	1.28740	2795	0	2
2020.02.28	06:00:00	1.28740	1.28869	1.28705	1.28841	2467	0	0
2020.02.28	07:00:00	1.28840	1.28891	1.28793	1.28870	2863	0	1
2020.02.28	08:00:00	1.28871	1.28961	1.28767	1.28791	3301	0	2
2020.02.28	09:00:00	1.28791	1.28801	1.28591	1.28625	4980	0	0
2020.02.28	10:00:00	1.28626	1.28811	1.28616	1.28790	6856	0	0
2020.02.28	11:00:00	1.28790	1.29196	1.28701	1.29045	5651	0	0
2020.02.28	12:00:00	1.29045	1.29070	1.28796	1.28825	4583	0	0
2020.02.28	13:00:00	1.28827	1.28920	1.28668	1.28830	5461	0	0
2020.02.28	14:00:00	1.28830	1.28920	1.28652	1.28745	4508	0	0
2020.02.28	15:00:00	1.28745	1.28769	1.28458	1.28553	5407	0	0
2020.02.28	16:00:00	1.28553	1.28559	1.28206	1.28219	5562	0	0
2020.02.28	17:00:00	1.28220	1.28333	1.27593	1.27727	6851	0	0
2020.02.28	18:00:00	1.27730	1.27917	1.27526	1.27761	7919	0	0
2020.02.28	19:00:00	1.27760	1.27826	1.27540	1.27608	4884	0	0
2020.02.28	20:00:00	1.27608	1.27609	1.27255	1.27545	4556	0	1
2020.02.28	21:00:00	1.27540	1.28059	1.27540	1.27916	5366	0	0
2020.02.28	22:00:00	1.27913	1.28322	1.27874	1.28198	4248	0	0
2020.02.28	23:00:00	1.28205	1.28270	1.28124	1.28212	1634	0	2
2020.03.02	00:00:00	1.27918	1.28218	1.27712	1.27982	868	0	1
2020.03.02	01:00:00	1.27984	1.28098	1.27917	1.28043	1701	0	1
2020.03.02	02:00:00	1.28043	1.28148	1.27939	1.28091	2232	0	0
2020.03.02	03:00:00	1.28097	1.28273	1.28097	1.28158	2975	0	2
2020.03.02	04:00:00	1.28158	1.28297	1.28141	1.28286	2522	0	0
2020.03.02	05:00:00	1.28286	1.28373	1.28226	1.28361	2424	0	1
2020.03.02	06:00:00	1.28360	1.28360	1.28198	1.28242	1961	0	1
2020.03.02	07:00:00	1.28242	1.28332	1.28208	1.28264	1722	0	1
2020.03.02	08:00:00	1.28264	1.28506	1.28247	1.28357	2603	0	0
2020.03.02	09:00:00	1.28357	1.28440	1.28053	1.28059	4789	0	1
2020.03.02	10:00:00	1.28060	1.28102	1.27609	1.27807	6187	0	0
2020.03.02	11:00:00	1.27807	1.27837	1.27548	1.27649	4707	0	0
2020.03.02	12:00:00	1.27649	1.27901	1.27583	1.27779	4471	0	1
2020.03.02	13:00:00	1.27779	1.27991	1.27518	1.27821	4428	0	0
2020.03.02	14:00:00	1.27818	1.27913	1.27457	1.27528	4324	0	0
2020.03.02	15:00:00	1.27528	1.27916	1.27460	1.27731	5274	0	0
2020.03.02	16:00:00	1.27741	1.27888	1.27611	1.27728	5365	0	1
2020.03.02	17:00:00	1.27726	1.27840	1.27398	1.27460	5575	0	0
2020.03.02	18:00:00	1.27460	1.27913	1.27420	1.27894	5455	0	0
2020.03.02	19:00:00	1.27894	1.28249	1.27888	1.28091	4413	0	0
2020.03.02	20:00:00	1.28090	1.28133	1.27767	1.27797	3155	0	0
2020.03.02	21:00:00	1.27797	1.27843	1.27671	1.27760	2850	0	1
2020.03.02	22:00:00	1.27758	1.27759	1.27616	1.27647	3167	0	1
2020.03.02	23:00:00	1.27646	1.27677	1.27495	1.27522	1575	0	2
2020.03.03	00:00:00	1.27518	1.27539	1.27379	1.27450	1266	0	11
2020.03.03	01:00:00	1.27450	1.27695	1.27445	1.27664	1425	0	3
2020.03.03	02:00:00	1.27663	1.27768	1.27646	1.27720	1657	0	0
2020.03.03	03:00:00	1.27720	1.27735	1.27583	1.27664	2289	0	1
2020.03.03	04:00:00	1.27664	1.27746	1.27633	1.27744	2070	0	4
2020.03.03	05:00:00	1.27744	1.27805	1.27730	1.27753	1799	0	3
2020.03.03	06:00:00	1.27753	1.27853	1.27739	1.27791	1916	0	0
2020.03.03	07:00:00	1.27792	1.27839	1.27763	1.27815	1463	0	3
2020.03.03	08:00:00	1.27815	1.27972	1.27787	1.27961	1716	0	4
2020.03.03	09:00:00	1.27963	1.28041	1.27771	1.27990	4729	0	1
2020.03.03	10:00:00	1.27985	1.28125	1.27650	1.27683	4964	0	1
2020.03.03	11:00:00	1.27681	1.27894	1.27623	1.27794	4656	0	0
2020.03.03	12:00:00	1.27794	1.28148	1.27786	1.27831	4696	0	0
2020.03.03	13:00:00	1.27838	1.28004	1.27715	1.27865	4525	0	0
2020.03.03	14:00:00	1.27870	1.27965	1.27746	1.27777	4952	0	0
2020.03.03	15:00:00	1.27777	1.27953	1.27675	1.27935	5232	0	0
2020.03.03	16:00:00	1.27934	1.28009	1.27803	1.27813	4044	0	0
2020.03.03	17:00:00	1.27825	1.28317	1.27821	1.28171	8768	0	0
2020.03.03	18:00:00	1.28168	1.28366	1.27937	1.28258	6647	0	1
